@relation 'googleplaystoredata-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.GreedyStepwise -B -R -T -1.7976931348623157E308 -N 5'

@attribute Genres {'Art & Design','Art & Design;Pretend Play','Art & Design;Creativity','Art & Design;Action & Adventure','Auto & Vehicles',Beauty,'Books & Reference',Business,Comics,Comics;Creativity,Communication,Dating,Education;Education,Education,Education;Creativity,'Education;Music & Video','Education;Action & Adventure','Education;Pretend Play','Education;Brain Games',Entertainment,'Entertainment;Music & Video','Entertainment;Brain Games',Entertainment;Creativity,Events,Finance,'Food & Drink','Health & Fitness','House & Home','Libraries & Demo',Lifestyle,'Lifestyle;Pretend Play','Adventure;Action & Adventure',Arcade,Casual,Card,'Casual;Pretend Play',Action,Strategy,Puzzle,Sports,Music,Word,Racing,Casual;Creativity,'Casual;Action & Adventure',Simulation,Adventure,Board,Trivia,'Role Playing',Simulation;Education,'Action;Action & Adventure','Casual;Brain Games','Simulation;Action & Adventure',Educational;Creativity,'Puzzle;Brain Games',Educational;Education,'Card;Brain Games','Educational;Brain Games','Educational;Pretend Play',Entertainment;Education,Casual;Education,'Music;Music & Video','Racing;Action & Adventure','Arcade;Pretend Play','Role Playing;Action & Adventure','Simulation;Pretend Play',Puzzle;Creativity,'Sports;Action & Adventure','Educational;Action & Adventure','Arcade;Action & Adventure','Entertainment;Action & Adventure','Puzzle;Action & Adventure','Strategy;Action & Adventure','Music & Audio;Music & Video','Health & Fitness;Education',Adventure;Education,'Board;Brain Games','Board;Action & Adventure','Board;Pretend Play','Casual;Music & Video','Role Playing;Pretend Play','Entertainment;Pretend Play','Video Players & Editors;Creativity','Card;Action & Adventure',Medical,Social,Shopping,Photography,'Travel & Local','Travel & Local;Action & Adventure',Tools,Tools;Education,Personalization,Productivity,Parenting,'Parenting;Music & Video',Parenting;Education,'Parenting;Brain Games',Weather,'Video Players & Editors','Video Players & Editors;Music & Video','News & Magazines','Maps & Navigation','Health & Fitness;Action & Adventure',Educational,Casino,'Adventure;Brain Games',Trivia;Education,Lifestyle;Education,'Books & Reference;Creativity','Books & Reference;Education',Puzzle;Education,'Role Playing;Education','Role Playing;Brain Games',Strategy;Education,'Racing;Pretend Play',Communication;Creativity,'February 11 2018',Strategy;Creativity}
@attribute Category {ART_AND_DESIGN,AUTO_AND_VEHICLES,BEAUTY,BOOKS_AND_REFERENCE,BUSINESS,COMICS,COMMUNICATION,DATING,EDUCATION,ENTERTAINMENT,EVENTS,FINANCE,FOOD_AND_DRINK,HEALTH_AND_FITNESS,HOUSE_AND_HOME,LIBRARIES_AND_DEMO,LIFESTYLE,GAME,FAMILY,MEDICAL,SOCIAL,SHOPPING,PHOTOGRAPHY,SPORTS,TRAVEL_AND_LOCAL,TOOLS,PERSONALIZATION,PRODUCTIVITY,PARENTING,WEATHER,VIDEO_PLAYERS,NEWS_AND_MAGAZINES,MAPS_AND_NAVIGATION,1.9}
@attribute Type {Free,Paid,NaN,0.0}
@attribute Installs {19M,500000+,5000000+,50000000+,100000+,50000+,1000000+,10000+,10000000+,5000+,100000000+,1000000000+,1000+,500000000+,50+,100+,500+,10+,1+,5+,0+,0.0,Free}
@attribute 'Content Rating' {Everyone,Teen,'Everyone 10+','Mature 17+','Adults only 18+',Unrated}
@attribute 'Android Ver' {'4.0.3 and up','4.2 and up','4.4 and up','2.3 and up','3.0 and up','4.1 and up','4.0 and up','2.3.3 and up','Varies with device','2.2 and up','5.0 and up','6.0 and up','1.6 and up','1.5 and up','2.1 and up','7.0 and up','5.1 and up','4.3 and up','4.0.3 - 7.1.1','2.0 and up','3.2 and up','4.4W and up','7.1 and up','7.0 - 7.1.1','8.0 and up','5.0 - 8.0','3.1 and up','2.0.1 and up','4.1 - 7.1.1',NaN,'5.0 - 6.0','1.0 and up','2.2 - 7.1.1','5.0 - 7.1.1'}

@data
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,1000000+,Everyone,'4.2 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Paid,100000+,Everyone,'2.2 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.4 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Paid,1000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Paid,100000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Teen,'4.2 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'3.1 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'2.3.3 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.2 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,1000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,1000000+,Everyone,'5.1 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.4 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Teen,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.4 and up'
Photography,PHOTOGRAPHY,Free,100000000+,'Mature 17+','4.1 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'4.3 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'Varies with device'
Photography,PHOTOGRAPHY,Free,50000000+,Everyone,'4.4 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Paid,1000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,1000000+,Everyone,'2.3 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0.3 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'2.3.3 and up'
Photography,PHOTOGRAPHY,Free,5000000+,Everyone,'5.0 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.0 and up'
Photography,PHOTOGRAPHY,Free,100000000+,Everyone,'4.1 and up'
Photography,PHOTOGRAPHY,Free,10000000+,Everyone,'4.3 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,50000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,10000000+,'Everyone 10+','4.4 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,'Mature 17+','Varies with device'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,'Mature 17+','Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,10000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,'Everyone 10+','Varies with device'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,500000+,Teen,'2.3 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'Varies with device'
Sports,SPORTS,Free,500000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,100000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,'Mature 17+','Varies with device'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,50000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,'Everyone 10+','Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','4.4 and up'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Teen,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,50000+,'Everyone 10+','4.0 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,100000+,Everyone,'2.3 and up'
Sports,SPORTS,Free,100000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Paid,50000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,1000000+,'Mature 17+','5.0 and up'
Sports,SPORTS,Free,5000000+,'Mature 17+','Varies with device'
Sports,SPORTS,Free,1000000+,'Adults only 18+','4.4 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,5000000+,'Everyone 10+','Varies with device'
Sports,SPORTS,Free,10000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,50000+,Everyone,'2.3 and up'
Sports,SPORTS,Free,100000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','4.4 and up'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,100000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.1 and up'
Sports,SPORTS,Free,10000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,5000000+,'Everyone 10+','Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,10000000+,'Everyone 10+','4.4 and up'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.1 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,5000000+,Teen,'5.0 and up'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,100000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,'Mature 17+','Varies with device'
Sports,SPORTS,Free,10000000+,'Everyone 10+','5.0 and up'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,50000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,500000+,Everyone,'4.0.3 and up'
Sports,SPORTS,Free,500000+,Everyone,'2.3 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,10000+,Everyone,'Varies with device'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,5000000+,'Everyone 10+','Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,50000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,10000000+,'Everyone 10+','4.4 and up'
Sports,SPORTS,Free,100000+,Everyone,'2.3.3 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,500000+,Everyone,'4.1 and up'
Sports,SPORTS,Free,1000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.1 and up'
Sports,SPORTS,Free,5000000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,10000000+,Everyone,'4.4 and up'
Sports,SPORTS,Free,1000000+,Everyone,'4.2 and up'
Sports,SPORTS,Free,5000000+,Everyone,'Varies with device'
Sports,SPORTS,Free,5000000+,Teen,'5.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,1000000+,Everyone,'5.0 and up'
Sports,SPORTS,Free,1000000+,Teen,'Varies with device'
Sports,SPORTS,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,50000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,500000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,500000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,50000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,'Mature 17+','4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'6.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,50000000+,Everyone,'4.2 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,500000+,Everyone,'4.2 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.2 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Teen,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,50000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Teen,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'6.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.2 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.0.3 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Teen,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,50000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'5.0 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.4 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,5000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,1000000+,Everyone,'4.1 and up'
'Travel & Local',TRAVEL_AND_LOCAL,Free,100000000+,Everyone,'Varies with device'
'Travel & Local',TRAVEL_AND_LOCAL,Free,10000000+,Everyone,'Varies with device'
