Country,Region,Province,City,Successful_Attack,Suicide_Attack,Attack_Type,Target_Type,Target_Subtype,Corporation,Target,Target_Nationality,Terrorist_Group,Weapon_Type,Kill_Count,Terrorists_Killed,People_Injured,Terrorist_Injured,Property_Damaged,Hostage_Kidnapped,ransom,Hostage_Recovered,International_Attack,Death_Category,Death
'United Kingdom','Western Europe','Northern Ireland',Augher,1,0,Assassination,Military,'Military Personnel (soldiers  troops  officers  forces)','Ulster Def. Reg. / local','part-time soldier/ farmer','Northern Ireland','Irish Republican Army (IRA)',Unknown,1,0,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,2,0,11,0,1,0,0,0,1,Low,yes
Colombia,'South America',Putumayo,Unknown,1,0,'Hostage Taking (Kidnapping)',Military,'Military Unit/Patrol/Convoy','Military Forces Of Colombia',Convoy,Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Explosives,1,0,3,0,0,1,0,1,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Terrorists/Non-State Militia','Non-State Militia',Unknown,'Pro-Government Militia Patrol',Iraq,Unknown,Explosives,1,0,4,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Saladin,Shirqat,1,0,Unknown,'Private Citizens & Property','Named Civilian','Not Applicable','Civilian: Salah Turki',Iraq,'Islamic State of Iraq and the Levant (ISIL)',Unknown,1,0,0,0,0,0,0,0,1,Low,yes
Bangladesh,'South Asia',Dhaka,Dhaka,1,0,'Armed Assault',Business,Entertainment/Cultural/Stadium/Casino,Unknown,'Movie theater in So. Bangladesh',Bangladesh,'Shanti Bahini - Peace Force',Firearms,19,0,0,0,1,0,0,0,0,Medium,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,Assassination,'Private Citizens & Property',House/Apartment/Residence,unknown,resident,Pakistan,Unknown,Unknown,1,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Kandahar,Kandahar,0,1,Bombing/Explosion,'Government (Diplomatic)',Embassy/Consulate,'Indian Ministry of External Affairs',Consulate,India,Unknown,Explosives,1,1,0,0,0,0,0,0,1,Low,yes
Russia,'Eastern Europe',Dagestan,Stalskoye,0,0,'Armed Assault',Police,'Police Checkpoint','Russian Police',Checkpoint,Russia,'Kizilyurtovskiy Group',Firearms,3,3,0,0,0,0,0,0,0,Low,yes
Nicaragua,'Central America & Caribbean','Nueva Segovia',Mozonte,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'Military Unit',Nicaragua,'Nicaraguan Democratic Force (FDN)',Firearms,10,0,0,0,1,0,0,0,0,Medium,yes
Pakistan,'South Asia','Federally Administered Tribal Areas',Nawagai,1,0,Bombing/Explosion,'Educational Institution',?,Unknown,'School Van',Pakistan,Unknown,Explosives,1,0,6,0,-9,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Rivers,'Port Harcourt',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy','Joint Task Force (JTF)','Reconnaissance patrol',Nigeria,'Movement for the Emancipation of the Niger Delta (MEND)',Firearms,3,0,0,0,0,0,0,0,0,Low,yes
Pakistan,'South Asia','North-West Frontier Province',Peshawar,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,Unk,'Residence of butcher and family',Pakistan,Unknown,Explosives,1,0,6,0,1,0,0,0,0,Low,yes
'West Bank and Gaza Strip','Middle East & North Africa','Gaza Strip',Gaza,1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Military,Unit,Israel,Palestinians,Firearms,2,0,0,0,1,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Yobe,Goniri,1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,'Goniri Village',Village,Nigeria,'Boko Haram',Firearms,44,40,0,0,1,0,0,0,0,Medium,yes
Nigeria,'Sub-Saharan Africa',Lagos,Lagos,1,0,Assassination,'Private Citizens & Property','Political Party Member/Rally','All Progressives Congress (APC)','Chief: Shalewa Daramola',Nigeria,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Ghazni,'Ad Band district',1,0,'Armed Assault',Police,'Police Checkpoint','Afghan Police','Police checkpoint in Ghazni',Afghanistan,Taliban,Firearms,5,3,0,0,0,1,0,0,0,Low,yes
Afghanistan,'South Asia',Kunar,Asadabad,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable',House,Afghanistan,Unknown,Explosives,1,0,5,0,1,0,0,0,0,Low,yes
Guatemala,'Central America & Caribbean',Totonicapan,Totonicapan,1,0,Assassination,'Religious Figures/Institutions','Religious Figure','Catholic Church','Priest Galvez Galindo',Guatemala,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa','Al Anbar','Abu Ghraib',1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,Unknown,Market,Iraq,Unknown,Explosives,1,0,4,0,-9,0,0,0,0,Low,yes
Guatemala,'Central America & Caribbean',Guatemala,'Guatemala City',1,0,Assassination,Military,'Military Personnel (soldiers  troops  officers  forces)',Army,soldiers,Guatemala,Unknown,Firearms,2,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Jawzjan,'Shibirghan district',1,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,?,Taliban,Explosives,3,3,0,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Nineveh,Mosul,1,1,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Iraqi Army',Forces,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,15,3,4,0,0,0,0,0,1,Medium,yes
Egypt,'Middle East & North Africa','Red Sea',Hurghada,1,0,'Armed Assault',Business,Hotel/Resort,'Bella Vista Resort',Hotel,Egypt,'Islamic State in Egypt',Firearms,1,1,4,1,0,0,0,0,1,Low,yes
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Unknown,Restaurant,Somalia,Al-Shabaab,Explosives,7,0,10,0,1,0,0,0,0,Medium,yes
Nigeria,'Sub-Saharan Africa',Yobe,Potiskum,1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Laborer (General)/Occupation Identified','Not Applicable',Traders,Nigeria,'Boko Haram',Firearms,5,0,0,0,0,1,0,0,0,Low,yes
Colombia,'South America',Huila,garzon,1,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally','patriotic union party','reynaldo munoz  political director',Colombia,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Kabul,Kabul,1,0,'Hostage Taking (Kidnapping)',NGO,'International NGO',Unknown,'The target was a french aid worker.',France,Unknown,Firearms,1,0,0,0,0,1,0,0,1,Low,yes
Afghanistan,'South Asia',Paktia,'Sayed Karam district',1,0,Bombing/Explosion,Police,'Police Patrol (including vehicles and convoys)','Afghan Police',Vehicle,Afghanistan,Taliban,Explosives,4,0,1,0,1,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Pampanga,Angeles,1,0,'Armed Assault',Military,'Military Personnel (soldiers  troops  officers  forces)','U.S. Air Force',Airmen,'United States',Unknown,Firearms,1,0,0,0,0,0,0,0,1,Low,yes
'El Salvador','Central America & Caribbean','Santa Ana','Santa Ana',1,0,'Armed Assault',Military,'Military Unit/Patrol/Convoy',Unknown,'military unit','El Salvador','Farabundo Marti National Liberation Front (FMLN)',Firearms,4,0,0,0,1,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Bukidnon,'Manolo Fortich',1,0,'Facility/Infrastructure Attack',Business,Farm/Ranch,'Del Monte',Plantation,Philippines,'New People s Army (NPA)',Firearms,1,0,3,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Iraqi Armed Forces',Soldiers,Iraq,Unknown,Explosives,5,0,2,0,1,0,0,0,0,Low,yes
Afghanistan,'South Asia',Herat,Parmakan,1,0,Bombing/Explosion,'Private Citizens & Property',Vehicles/Transportation,'Not Applicable',Car,Afghanistan,Unknown,Explosives,3,0,3,0,1,0,0,0,0,Low,yes
India,'South Asia','Andhra Pradesh','Karimanagar district',1,0,'Armed Assault',Police,'Police Security Forces/Officers',Police,Unit,India,Naxalites,Firearms,6,0,1,0,1,0,0,0,0,Medium,yes
Afghanistan,'South Asia',Helmand,Marjah,1,1,Bombing/Explosion,Police,'Police Building (headquarters  station  school)','Afghan Police','Marjah Security Compound',Afghanistan,Taliban,Explosives,3,1,3,0,-9,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Kirkuk,Kirkuk,1,0,'Armed Assault','Government (General)','Government Personnel (excluding police  military)',Unknown,'A government employee',Iraq,'Islamic State of Iraq (ISI)',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Guatemala,'Central America & Caribbean',Quiche,'San Juan Cotzal',1,0,'Armed Assault',Police,'Police Patrol (including vehicles and convoys)',Unknown,'Civil Defense Patrol',Guatemala,'Guerrilla Army of the Poor (EGP)',Firearms,3,0,0,0,1,0,0,0,0,Low,yes
Afghanistan,'South Asia',Kandahar,'Daman district',1,1,Bombing/Explosion,Military,NATO,'North Atlantic Treaty Organization (NATO): Operation Resolute Support','Romanian Patrol',International,Taliban,Explosives,1,1,4,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa','Dhi Qar',Nasiriyah,1,1,Bombing/Explosion,Military,'Military Checkpoint','Iraqi Armed Forces',Checkpoint,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,44,2,46,0,1,0,0,0,1,Medium,yes
Philippines,'Southeast Asia',Masbate,Panan-awan,1,0,Assassination,'Religious Figures/Institutions','Religious Figure','Alpha Omega Sect','Pastor: Joel Guarina',Philippines,'New People s Army (NPA)',Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Philippines,'Southeast Asia',Basilan,Sumisip,1,0,'Armed Assault',Business,Farm/Ranch,Unknown,'Rubber plantation workers',Philippines,'Moro Islamic Liberation Front (MILF)',Firearms,5,0,8,0,0,0,0,0,0,Low,yes
Pakistan,'South Asia','Federally Administered Tribal Areas','Kurram district',1,0,Bombing/Explosion,Transportation,'Bus (excluding tourists)',Unknown,'Passenger Coach',Pakistan,Unknown,Explosives,1,0,0,0,1,0,0,0,0,Low,yes
Egypt,'Middle East & North Africa','South Sinai','Ras Shitan',1,1,Bombing/Explosion,Business,Hotel/Resort,'Castle Beach',Camp,Egypt,'Abdullah Azzam Brigades',Explosives,3,1,6,0,-9,0,0,0,1,Low,yes
India,'South Asia','Andhra Pradesh',Kuneru,1,0,'Facility/Infrastructure Attack',Transportation,'Train/Train Tracks/Trolley','Indian Railways','Railway Tracks',India,Maoists,'Sabotage Equipment',34,0,61,0,1,0,0,0,0,Medium,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property',Student,'Not Applicable','Technical School Student',Iraq,Unknown,Explosives,1,0,0,0,1,0,0,0,0,Low,yes
Burundi,'Sub-Saharan Africa','Bujumbura Mairie',Bujumbura,1,0,Assassination,'Government (General)','Politician or Political Party Movement/Meeting/Rally',Unknown,'Politician (Hutu)',Burundi,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Laghman,Mango,1,0,Bombing/Explosion,'Private Citizens & Property',House/Apartment/Residence,'Not Applicable',House,Afghanistan,Taliban,Explosives,5,0,11,0,1,0,0,0,0,Low,yes
Afghanistan,'South Asia',Kandahar,Kandahar,1,0,Assassination,'Government (General)','Government Personnel (excluding police  military)','Department of Hajj and Religious Affairs','Abul Haleem  the provincial head of the Department of Hajj and Religious Affairs',Afghanistan,Taliban,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Yobe,Damaturu,1,0,'Facility/Infrastructure Attack','Educational Institution','School/University/Educational Building',Unknown,'Primary School',Nigeria,'Boko Haram',Incendiary,2,0,0,0,1,0,0,0,0,Low,yes
Peru,'South America',Junin,Junin,1,0,'Hostage Taking (Kidnapping)','Journalists & Media','Radio Journalist/Staff/Facility','Radio Libertad','Station owner Edwin Barrios',Peru,'Tupac Amaru Revolutionary Movement (MRTA)',Firearms,1,0,0,0,0,1,0,1,0,Low,yes
Algeria,'Middle East & North Africa','Boumerdes Province',Dellys,1,1,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Algerian coast guard','The coast guard located in Dellys',Algeria,'Al-Qaida in the Islamic Maghreb (AQIM)',Explosives,1,1,0,0,0,0,0,0,0,Low,yes
Thailand,'Southeast Asia',Pattani,?,1,0,'Armed Assault','Private Citizens & Property','Religion Identified',Unknown,'A Buddhist man',Thailand,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Guatemala,'Central America & Caribbean',Totonicapan,Totonicapan,1,0,Assassination,'Religious Figures/Institutions','Religious Figure','Catholic Church','Priest Galvez Galindo',Guatemala,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property',Marketplace/Plaza/Square,'Not Applicable','Commercial Street',Iraq,Unknown,Explosives,4,0,8,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Nineveh,Mosul,1,0,Bombing/Explosion,Military,'Military Checkpoint','Iraqi Armed Forces',Checkpoint,Iraq,Unknown,Explosives,1,0,2,0,1,0,0,0,0,Low,yes
Colombia,'South America',Arauca,Tame,1,0,Unknown,'Government (General)','Government Personnel (excluding police  military)','Colombian Politicians','Colombian mayor and municipal secretary',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Unknown,2,0,0,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Nangarhar,Galahi,1,0,'Armed Assault','Government (General)','Government Building/Facility/Office','Government of Hesarak','District Headquarters',Afghanistan,Taliban,Explosives,1,0,3,0,1,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Babil,Mahmudiyah,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,Explosives,2,0,8,0,-9,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Iraq,'Islamic State of Iraq and the Levant (ISIL)',Explosives,1,0,5,0,0,0,0,0,1,Low,yes
Iraq,'Middle East & North Africa',Baghdad,Baghdad,1,0,Bombing/Explosion,'Religious Figures/Institutions','Place of Worship','Bawia Mosque','The al Bawia Mosque',Iraq,Unknown,Explosives,3,0,6,0,-9,0,0,0,0,Low,yes
Somalia,'Sub-Saharan Africa',Banaadir,Mogadishu,1,0,'Armed Assault',Transportation,'Bus (excluding tourists)',Civilians,'Passengers on a bus at the north Mogadishu Sana bus station in Somalia',Somalia,'Matan Abdulle',Firearms,5,0,6,0,-9,0,0,0,0,Low,yes
'Sri Lanka','South Asia',Western,Ja-Ela,1,0,Bombing/Explosion,'Government (General)','Government Personnel (excluding police  military)','Sri Lankan Government',Official,'Sri Lanka','Liberation Tigers of Tamil Eelam (LTTE)',Explosives,2,0,10,0,1,0,0,0,0,Low,yes
India,'South Asia',Manipur,Unknown,1,0,'Facility/Infrastructure Attack','Government (General)',Election-related,'Indian Polling Station','An Indian Polling Station in Manipur State',India,'Maoist Communist Center (MCC)',Unknown,4,0,3,0,-9,0,0,0,0,Low,yes
Libya,'Middle East & North Africa',Sirte,Sirte,1,0,Bombing/Explosion,Unknown,?,Unknown,Unknown,Libya,'Tripoli Province of the Islamic State',Explosives,1,0,2,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Babil,Hillah,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Unknown,Civilians,Iraq,Unknown,Explosives,1,0,0,0,1,0,0,0,0,Low,yes
Burundi,'Sub-Saharan Africa',Bubanza,Bubanza,1,0,Unknown,'Private Citizens & Property','Refugee (including Camps/IDP/Asylum Seekers)',Unknown,'Refugee Camp',Burundi,'Hutu extremists',Unknown,14,6,8,0,1,0,0,0,1,Medium,yes
Afghanistan,'South Asia',Logar,'Shah Mazar',1,0,'Armed Assault','Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilian,Afghanistan,Unknown,Firearms,1,0,0,0,0,0,0,0,0,Low,yes
Iraq,'Middle East & North Africa',Karbala,Unknown,1,0,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,'Oil Refinery',Iraq,Unknown,Explosives,1,0,0,0,-9,0,0,0,0,Low,yes
Colombia,'South America',Meta,'Uribe district',1,0,Unknown,Military,'Military Unit/Patrol/Convoy',Govt,'Army patrol *',Colombia,'Revolutionary Armed Forces of Colombia (FARC)',Unknown,7,0,0,0,1,0,0,0,0,Medium,yes
Sudan,'Sub-Saharan Africa','North Darfur',Unknown,1,0,'Armed Assault','Private Citizens & Property',Vehicles/Transportation,Convoy,Unknown,Sudan,'Justice and Equality Movement (JEM)',Firearms,12,0,0,0,1,0,0,0,0,Medium,yes
Syria,'Middle East & North Africa',Raqqah,Raqqah,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Syria,'Islamic State of Iraq and the Levant (ISIL)',Explosives,6,0,0,0,0,0,0,0,1,Medium,yes
Egypt,'Middle East & North Africa',Minya,Minya,0,0,Assassination,Police,'Police Security Forces/Officers',Police,officer,Egypt,'Al-Gama at al-Islamiyya (IG)',Melee,1,0,0,0,0,0,0,0,1,Low,yes
Israel,'Middle East & North Africa',Jerusalem,Jerusalem,1,1,Bombing/Explosion,Transportation,'Bus (excluding tourists)',Unknown,'Passenger Bus',Israel,'Hamas (Islamic Resistance Movement)',Explosives,1,1,21,0,1,0,0,0,1,Low,yes
Nigeria,'Sub-Saharan Africa',Borno,Dala,0,1,Bombing/Explosion,Military,'Military Personnel (soldiers  troops  officers  forces)','Nigerian Armed Forces',Soldiers,Nigeria,'Boko Haram',Explosives,1,1,0,0,0,0,0,0,0,Low,yes
Pakistan,'South Asia','Khyber Pakhtunkhwa','Lower Dir',1,0,'Hostage Taking (Kidnapping)','Terrorists/Non-State Militia','Non-State Militia','Aman Lashkar',Members,Pakistan,Unknown,Unknown,2,0,0,0,0,1,0,0,0,Low,yes
Algeria,'Middle East & North Africa','Tipaza (Province)','Ain Tagourait',1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified',Civilians,'Civilians in Ain Tagourait',Algeria,Unknown,Explosives,1,0,0,0,1,0,0,0,0,Low,yes
Peru,'South America',Ayacucho,'Ayacucho district',1,0,'Armed Assault',Transportation,'Bus (excluding tourists)',Unknown,Bus,Peru,'Shining Path (SL)',Incendiary,1,0,0,0,1,0,0,0,0,Low,yes
'United Kingdom','Western Europe','Northern Ireland',Belfast,1,0,Assassination,'Terrorists/Non-State Militia',Terrorist,IRA,'catholic male Eddie Brophy','Northern Ireland','Protestant extremists',Firearms,1,0,0,0,0,0,0,0,1,Low,yes
Afghanistan,'South Asia',Ghazni,Gandaher,1,0,'Armed Assault','Terrorists/Non-State Militia','Non-State Militia','National Uprising Movement (NUM)',Checkpost,Afghanistan,Taliban,Firearms,8,3,6,3,0,0,0,0,0,Medium,yes
Syria,'Middle East & North Africa',Damascus,Jaramana,1,0,Bombing/Explosion,'Private Citizens & Property','Unnamed Civilian/Unspecified','Not Applicable',Civilians,Syria,Unknown,Explosives,5,0,27,0,0,0,0,0,0,Low,yes
Somalia,'Sub-Saharan Africa','Middle Juba','Buale district',1,0,'Hostage Taking (Kidnapping)','Private Citizens & Property','Alleged Informant','Not Applicable','Suspected Spy: Omar Adan Omar',Kenya,Al-Shabaab,Firearms,4,0,0,0,0,1,0,0,1,Low,yes
'West Bank and Gaza Strip','Middle East & North Africa','West Bank',Nablus,1,0,'Armed Assault',Business,?,'Israeli Civilians in the West Bank','Israeli Truck Driver near Nablus  the West Bank',Israel,'Democratic Front for the Liberation of Palestine (DFLP)',Firearms,1,0,0,0,1,0,0,0,0,Low,yes
Lebanon,'Middle East & North Africa',Beirut,Beirut,1,0,Assassination,'Government (Diplomatic)',?,Unknown,'Bekaa Valley',Libya,Unknown,Firearms,1,0,1,0,0,0,0,0,1,Low,yes
Burundi,'Sub-Saharan Africa','Bujumbura Mairie',Bujumbura,1,0,Unknown,Business,Restaurant/Bar/Café,Unknown,Bar,Burundi,Unknown,Unknown,1,0,7,0,0,0,0,0,0,Low,yes
India,'South Asia',Chhattisgarh,Timilwada,1,0,'Armed Assault',Police,'Police Patrol (including vehicles and convoys)','Chhattisgarh Armed Force (CAF)',Patrol,India,Maoists,Firearms,1,0,1,0,0,0,0,0,0,Low,yes
Afghanistan,'South Asia',Helmand,Unknown,1,0,'Armed Assault',Transportation,'Bus (excluding tourists)',Unknown,Bus,Afghanistan,Taliban,Firearms,1,0,2,0,1,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Yobe,Bara,1,0,'Armed Assault','Private Citizens & Property','Laborer (General)/Occupation Identified','Not Applicable',Traders,Nigeria,'Boko Haram',Firearms,19,0,5,0,1,0,0,0,0,Medium,yes
Pakistan,'South Asia',Sindh,Karachi,1,0,'Armed Assault',Police,'Police Security Forces/Officers','Pakistani Police',Officers,Pakistan,Unknown,Firearms,3,1,1,0,0,0,0,0,0,Low,yes
Nigeria,'Sub-Saharan Africa',Taraba,Kungana,1,0,'Armed Assault','Private Citizens & Property',Village/City/Town/Suburb,'Kungana Village',Village,Nigeria,'Fulani extremists',Firearms,3,0,0,0,-9,0,0,0,0,Low,yes
